PERMIT #,CASE_TYPE,CASE_TYPE_DESC,SUB_TYPE,SUB_TYPE_DESC,CONSTRUCTION COST,Square Footage,STATUS_CODE,Date_Initiated,Date_Issued,TASK_CODE,TASK_DESC,RESULT_CODE,RESULT_DESC,Task_Complete_Date
2020054411,CARR,Building Residential - Rehab,CAA01R301,Single Family Residence,9000.00,0.00,ISSUE,08-31-2020,09-03-2020,PLPUD,[J] Planning Zoning Review - CA,IGNORE,No sign-off needed on this project,08-31-2020
2020045359,CARN,Building Residential - New,CAA01R301,Single Family Residence,312605.72,2949.00,ISSUE,07-22-2020,09-03-2020,PLPUD,[J] Planning Zoning Review - CA,HOLD,Hold Review,07-23-2020
2020045359,CARN,Building Residential - New,CAA01R301,Single Family Residence,312605.72,2949.00,ISSUE,07-22-2020,09-03-2020,PLPUD,[J] Planning Zoning Review - CA,APPROVED,Approved,08-31-2020
2020045367,CARN,Building Residential - New,CAA01R301,Single Family Residence,312605.72,2949.00,ISSUE,07-22-2020,09-03-2020,PLPUD,[J] Planning Zoning Review - CA,APPROVED,Approved,08-31-2020
2020045367,CARN,Building Residential - New,CAA01R301,Single Family Residence,312605.72,2949.00,ISSUE,07-22-2020,09-03-2020,PLPUD,[J] Planning Zoning Review - CA,HOLD,Hold Review,07-23-2020
2020045388,CARN,Building Residential - New,CAA01R301,Single Family Residence,312605.72,2949.00,DONE,07-22-2020,09-03-2020,PLPUD,[J] Planning Zoning Review - CA,APPROVED,Approved,08-31-2020
2020045388,CARN,Building Residential - New,CAA01R301,Single Family Residence,312605.72,2949.00,DONE,07-22-2020,09-03-2020,PLPUD,[J] Planning Zoning Review - CA,HOLD,Hold Review,07-23-2020
2020047761,CARN,Building Residential - New,CAA01R301,Single Family Residence,306470.78,2899.00,ISSUE,07-31-2020,09-03-2020,PLPUD,[J] Planning Zoning Review - CA,HOLD,Hold Review,08-03-2020
2020047761,CARN,Building Residential - New,CAA01R301,Single Family Residence,306470.78,2899.00,ISSUE,07-31-2020,09-03-2020,PLPUD,[J] Planning Zoning Review - CA,APPROVED,Approved,08-31-2020
2020047762,CARN,Building Residential - New,CAA01R301,Single Family Residence,264912.06,2549.00,ISSUE,07-31-2020,09-03-2020,PLPUD,[J] Planning Zoning Review - CA,APPROVED,Approved,08-31-2020
2020047762,CARN,Building Residential - New,CAA01R301,Single Family Residence,264912.06,2549.00,ISSUE,07-31-2020,09-03-2020,PLPUD,[J] Planning Zoning Review - CA,HOLD,Hold Review,08-03-2020
2020022879,CACT,Building Commercial - Tenant Finish Out,CAF20M001,"Retail, Department / Retail Stores",124250.00,0.00,ISSUE,04-10-2020,09-03-2020,PLPUD,[J] Planning Zoning Review - CA,IGNORE,No sign-off needed on this project,04-10-2020
2020020498,CACT,Building Commercial - Tenant Finish Out,CAD02B016,"General Office, Professional Services",116375.00,0.00,ISSUE,03-31-2020,09-03-2020,PLPUD,[J] Planning Zoning Review - CA,IGNORE,No sign-off needed on this project,03-31-2020
2019074077,CACH,Building Commercial - Shell,CAD02B016,"General Office, Professional Services",1000000.00,0.00,ISSUE,12-04-2019,09-03-2020,PLPUD,[J] Planning Zoning Review - CA,IGNORE,No sign-off needed on this project,08-31-2020
2019074077,CACH,Building Commercial - Shell,CAD02B016,"General Office, Professional Services",1000000.00,0.00,ISSUE,12-04-2019,09-03-2020,PLPUD,[J] Planning Zoning Review - CA,HOLD,Hold Review,06-29-2020
2019074077,CACH,Building Commercial - Shell,CAD02B016,"General Office, Professional Services",1000000.00,0.00,ISSUE,12-04-2019,09-03-2020,PLPUD,[J] Planning Zoning Review - CA,DENIED,Denied as Submitted,03-24-2020
2020018621,CACT,Building Commercial - Tenant Finish Out,CAF20M001,"Retail, Department / Retail Stores",133700.00,0.00,ISSUE,03-23-2020,09-03-2020,PLPUD,[J] Planning Zoning Review - CA,IGNORE,No sign-off needed on this project,03-23-2020
2020041588,CACT,Building Commercial - Tenant Finish Out,CAF20M001,"Retail, Department / Retail Stores",425600.00,0.00,DONE,07-06-2020,09-03-2020,PLPUD,[J] Planning Zoning Review - CA,IGNORE,No sign-off needed on this project,07-06-2020
2020041607,CACT,Building Commercial - Tenant Finish Out,CAF20M001,"Retail, Department / Retail Stores",409800.00,0.00,DONE,07-06-2020,09-03-2020,PLPUD,[J] Planning Zoning Review - CA,IGNORE,No sign-off needed on this project,07-06-2020
2020027276,CACR,Building Commercial - Rehab,CAH10S001,"Warehouse, Storage S-1",1160000.00,0.00,ISSUE,04-30-2020,09-03-2020,PLPUD,[J] Planning Zoning Review - CA,IGNORE,No sign-off needed on this project,05-01-2020
2020047763,CARN,Building Residential - New,CAA01R301,Single Family Residence,304345.58,2855.00,DONE,07-31-2020,09-03-2020,PLPUD,[J] Planning Zoning Review - CA,HOLD,Hold Review,08-03-2020
2020047763,CARN,Building Residential - New,CAA01R301,Single Family Residence,304345.58,2855.00,DONE,07-31-2020,09-03-2020,PLPUD,[J] Planning Zoning Review - CA,APPROVED,Approved,08-31-2020
2020012483,CACN,Building Commercial - New,CAA03R398,"Multifamily, Tri-Plex, Quad, Apartments",20529171.58,174459.00,ISSUE,02-26-2020,09-04-2020,PLPUD,[J] Planning Zoning Review - CA,APPROVED,Approved,05-06-2020
2020012483,CACN,Building Commercial - New,CAA03R398,"Multifamily, Tri-Plex, Quad, Apartments",20529171.58,174459.00,ISSUE,02-26-2020,09-04-2020,PLPUD,[J] Planning Zoning Review - CA,DENIED,Denied as Submitted,03-23-2020
2020049811,CACN,Building Commercial - New,CAH01S001,"Building Contractor Supply, Storage S-1",2000.00,0.00,ISSUE,08-11-2020,09-04-2020,PLPUD,[J] Planning Zoning Review - CA,IGNORE,No sign-off needed on this project,08-19-2020
2020040559,CACR,Building Commercial - Rehab,CAD02B016,"General Office, Professional Services",57906.00,900.00,DONE,06-30-2020,09-04-2020,PLPUD,[J] Planning Zoning Review - CA,IGNORE,No sign-off needed on this project,06-30-2020
2020040538,CARN,Building Residential - New,CAA01R301,Single Family Residence,3502974.60,8240.00,ISSUE,06-30-2020,09-08-2020,PLPUD,[J] Planning Zoning Review - CA,HOLD,Hold Review,07-06-2020
2020040538,CARN,Building Residential - New,CAA01R301,Single Family Residence,3502974.60,8240.00,ISSUE,06-30-2020,09-08-2020,PLPUD,[J] Planning Zoning Review - CA,APPROVED,Approved,08-26-2020
2019073274,CACT,Building Commercial - Tenant Finish Out,CAF30A203,Restaurant (Fast Food),160816.26,2057.00,DONE,12-02-2019,09-08-2020,PLPUD,[J] Planning Zoning Review - CA,APPROVED,Approved,02-05-2020
2019073274,CACT,Building Commercial - Tenant Finish Out,CAF30A203,Restaurant (Fast Food),160816.26,2057.00,DONE,12-02-2019,09-08-2020,PLPUD,[J] Planning Zoning Review - CA,DENIED,Denied as Submitted,12-04-2019
2020049784,CARN,Building Residential - New,CAA01R301,Single Family Residence,333298.42,3166.00,DONE,08-11-2020,09-08-2020,PLPUD,[J] Planning Zoning Review - CA,APPROVED,Approved,08-24-2020
2020049784,CARN,Building Residential - New,CAA01R301,Single Family Residence,333298.42,3166.00,DONE,08-11-2020,09-08-2020,PLPUD,[J] Planning Zoning Review - CA,HOLD,Hold Review,08-14-2020
2020051626,CARN,Building Residential - New,CAA01R301,Single Family Residence,288204.14,2847.00,DONE,08-18-2020,09-08-2020,PLPUD,[J] Planning Zoning Review - CA,HOLD,Hold Review,08-24-2020
2020051626,CARN,Building Residential - New,CAA01R301,Single Family Residence,288204.14,2847.00,DONE,08-18-2020,09-08-2020,PLPUD,[J] Planning Zoning Review - CA,APPROVED,Approved,08-24-2020
2020049794,CARN,Building Residential - New,CAA01R301,Single Family Residence,319658.36,3018.00,DONE,08-11-2020,09-08-2020,PLPUD,[J] Planning Zoning Review - CA,HOLD,Hold Review,08-14-2020
2020049794,CARN,Building Residential - New,CAA01R301,Single Family Residence,319658.36,3018.00,DONE,08-11-2020,09-08-2020,PLPUD,[J] Planning Zoning Review - CA,APPROVED,Approved,08-24-2020
2020049790,CARN,Building Residential - New,CAA01R301,Single Family Residence,277824.68,2691.00,DONE,08-11-2020,09-08-2020,PLPUD,[J] Planning Zoning Review - CA,APPROVED,Approved,08-25-2020
2020049790,CARN,Building Residential - New,CAA01R301,Single Family Residence,277824.68,2691.00,DONE,08-11-2020,09-08-2020,PLPUD,[J] Planning Zoning Review - CA,HOLD,Hold Review,08-14-2020
2020052159,CARN,Building Residential - New,CAA01R301,Single Family Residence,271106.36,2715.00,DONE,08-20-2020,09-08-2020,PLPUD,[J] Planning Zoning Review - CA,HOLD,Hold Review,08-25-2020
2020052159,CARN,Building Residential - New,CAA01R301,Single Family Residence,271106.36,2715.00,DONE,08-20-2020,09-08-2020,PLPUD,[J] Planning Zoning Review - CA,APPROVED,Approved,09-01-2020
2020052156,CARN,Building Residential - New,CAA01R301,Single Family Residence,241201.38,2416.00,DONE,08-20-2020,09-08-2020,PLPUD,[J] Planning Zoning Review - CA,APPROVED,Approved,09-01-2020
2020052156,CARN,Building Residential - New,CAA01R301,Single Family Residence,241201.38,2416.00,DONE,08-20-2020,09-08-2020,PLPUD,[J] Planning Zoning Review - CA,HOLD,Hold Review,08-25-2020
2020052152,CARN,Building Residential - New,CAA01R301,Single Family Residence,241201.38,2416.00,DONE,08-20-2020,09-08-2020,PLPUD,[J] Planning Zoning Review - CA,HOLD,Hold Review,08-25-2020
2020052152,CARN,Building Residential - New,CAA01R301,Single Family Residence,241201.38,2416.00,DONE,08-20-2020,09-08-2020,PLPUD,[J] Planning Zoning Review - CA,APPROVED,Approved,09-01-2020
2020039737,CACT,Building Commercial - Tenant Finish Out,CAD02B016,"General Office, Professional Services",708602.16,10234.00,ISSUE,06-26-2020,09-09-2020,PLPUD,[J] Planning Zoning Review - CA,IGNORE,No sign-off needed on this project,06-29-2020
2020044003,CARN,Building Residential - New,CAA01R301,Single Family Residence,225209.60,2322.00,DONE,07-16-2020,09-09-2020,PLPUD,[J] Planning Zoning Review - CA,HOLD,Hold Review,07-20-2020
2020044003,CARN,Building Residential - New,CAA01R301,Single Family Residence,225209.60,2322.00,DONE,07-16-2020,09-09-2020,PLPUD,[J] Planning Zoning Review - CA,APPROVED,Approved,08-19-2020
2020050898,CARN,Building Residential - New,CAA01R301,Single Family Residence,285053.72,2741.00,DONE,08-15-2020,09-09-2020,PLPUD,[J] Planning Zoning Review - CA,APPROVED,Approved,08-19-2020
2020050898,CARN,Building Residential - New,CAA01R301,Single Family Residence,285053.72,2741.00,DONE,08-15-2020,09-09-2020,PLPUD,[J] Planning Zoning Review - CA,HOLD,Hold Review,08-17-2020
2020050899,CARN,Building Residential - New,CAA01R301,Single Family Residence,222408.20,2264.00,DONE,08-15-2020,09-09-2020,PLPUD,[J] Planning Zoning Review - CA,HOLD,Hold Review,08-17-2020
2020050899,CARN,Building Residential - New,CAA01R301,Single Family Residence,222408.20,2264.00,DONE,08-15-2020,09-09-2020,PLPUD,[J] Planning Zoning Review - CA,APPROVED,Approved,08-19-2020
2020052101,CARR,Building Residential - Rehab,CAA01R301,Single Family Residence,40000.00,0.00,ISSUE,08-19-2020,09-09-2020,PLPUD,[J] Planning Zoning Review - CA,IGNORE,No sign-off needed on this project,08-24-2020
2020052839,CACR,Building Commercial - Rehab,CAF20M001,"Retail, Department / Retail Stores",14750.00,0.00,DONE,08-24-2020,09-11-2020,PLPUD,[J] Planning Zoning Review - CA,IGNORE,No sign-off needed on this project,08-24-2020
2020047783,CARN,Building Residential - New,CAA01R301,Single Family Residence,307422.78,2813.00,DONE,08-01-2020,09-11-2020,PLPUD,[J] Planning Zoning Review - CA,APPROVED,Approved,09-10-2020
2020047783,CARN,Building Residential - New,CAA01R301,Single Family Residence,307422.78,2813.00,DONE,08-01-2020,09-11-2020,PLPUD,[J] Planning Zoning Review - CA,HOLD,Hold Review,08-03-2020
2020053999,CARN,Building Residential - New,CAA01R301,Single Family Residence,324338.42,3056.00,DONE,08-27-2020,09-11-2020,PLPUD,[J] Planning Zoning Review - CA,APPROVED,Approved,09-10-2020
2020053999,CARN,Building Residential - New,CAA01R301,Single Family Residence,324338.42,3056.00,DONE,08-27-2020,09-11-2020,PLPUD,[J] Planning Zoning Review - CA,HOLD,Hold Review,08-28-2020
2020053640,CARN,Building Residential - New,CAA01R301,Single Family Residence,281224.16,2630.00,DONE,08-26-2020,09-11-2020,PLPUD,[J] Planning Zoning Review - CA,HOLD,Hold Review,08-27-2020
2020053640,CARN,Building Residential - New,CAA01R301,Single Family Residence,281224.16,2630.00,DONE,08-26-2020,09-11-2020,PLPUD,[J] Planning Zoning Review - CA,APPROVED,Approved,09-10-2020
2020053636,CARN,Building Residential - New,CAA01R301,Single Family Residence,236276.74,2308.00,DONE,08-26-2020,09-11-2020,PLPUD,[J] Planning Zoning Review - CA,APPROVED,Approved,09-10-2020
2020053636,CARN,Building Residential - New,CAA01R301,Single Family Residence,236276.74,2308.00,DONE,08-26-2020,09-11-2020,PLPUD,[J] Planning Zoning Review - CA,HOLD,Hold Review,08-26-2020
2020053144,CARN,Building Residential - New,CAA01R301,Single Family Residence,255116.26,2467.00,DONE,08-25-2020,09-11-2020,PLPUD,[J] Planning Zoning Review - CA,HOLD,Hold Review,08-25-2020
2020053144,CARN,Building Residential - New,CAA01R301,Single Family Residence,255116.26,2467.00,DONE,08-25-2020,09-11-2020,PLPUD,[J] Planning Zoning Review - CA,APPROVED,Approved,09-10-2020
2020050887,CARN,Building Residential - New,CAA01R301,Single Family Residence,341694.22,3068.00,DONE,08-14-2020,09-11-2020,PLPUD,[J] Planning Zoning Review - CA,APPROVED,Approved,09-10-2020
2020050887,CARN,Building Residential - New,CAA01R301,Single Family Residence,341694.22,3068.00,DONE,08-14-2020,09-11-2020,PLPUD,[J] Planning Zoning Review - CA,HOLD,Hold Review,08-17-2020
2020050885,CARN,Building Residential - New,CAA01R301,Single Family Residence,310868.88,2907.00,DONE,08-14-2020,09-11-2020,PLPUD,[J] Planning Zoning Review - CA,HOLD,Hold Review,08-17-2020
2020050885,CARN,Building Residential - New,CAA01R301,Single Family Residence,310868.88,2907.00,DONE,08-14-2020,09-11-2020,PLPUD,[J] Planning Zoning Review - CA,APPROVED,Approved,09-10-2020
2020050401,CARN,Building Residential - New,CAA01R301,Single Family Residence,320377.68,2900.00,DONE,08-13-2020,09-11-2020,PLPUD,[J] Planning Zoning Review - CA,APPROVED,Approved,09-10-2020
2020050401,CARN,Building Residential - New,CAA01R301,Single Family Residence,320377.68,2900.00,DONE,08-13-2020,09-11-2020,PLPUD,[J] Planning Zoning Review - CA,HOLD,Hold Review,08-14-2020
2020050886,CARN,Building Residential - New,CAA01R301,Single Family Residence,245556.92,2331.00,DONE,08-14-2020,09-11-2020,PLPUD,[J] Planning Zoning Review - CA,HOLD,Hold Review,08-17-2020
2020050886,CARN,Building Residential - New,CAA01R301,Single Family Residence,245556.92,2331.00,DONE,08-14-2020,09-11-2020,PLPUD,[J] Planning Zoning Review - CA,APPROVED,Approved,09-10-2020
2020047784,CARN,Building Residential - New,CAA01R301,Single Family Residence,247424.80,2344.00,DONE,08-01-2020,09-11-2020,PLPUD,[J] Planning Zoning Review - CA,HOLD,Hold Review,08-03-2020
2020047784,CARN,Building Residential - New,CAA01R301,Single Family Residence,247424.80,2344.00,DONE,08-01-2020,09-11-2020,PLPUD,[J] Planning Zoning Review - CA,APPROVED,Approved,09-10-2020
2020047331,CARN,Building Residential - New,CAA01R301,Single Family Residence,14750.00,0.00,ISSUE,07-30-2020,09-11-2020,PLPUD,[J] Planning Zoning Review - CA,HOLD,Hold Review,08-03-2020
2020047331,CARN,Building Residential - New,CAA01R301,Single Family Residence,14750.00,0.00,ISSUE,07-30-2020,09-11-2020,PLPUD,[J] Planning Zoning Review - CA,COND,Approved with Comments,08-21-2020
2020048671,CARN,Building Residential - New,CAA01R301,Single Family Residence,107233.68,1182.00,DONE,08-05-2020,09-11-2020,PLPUD,[J] Planning Zoning Review - CA,HOLD,Hold Review,08-05-2020
2020048671,CARN,Building Residential - New,CAA01R301,Single Family Residence,107233.68,1182.00,DONE,08-05-2020,09-11-2020,PLPUD,[J] Planning Zoning Review - CA,APPROVED,Approved,09-10-2020
2020050208,CARA,Building Residential - Addition,CAA14U015,"Accessory Structure, Decks",33944.00,224.00,ISSUE,08-12-2020,09-14-2020,PLPUD,[J] Planning Zoning Review - CA,IGNORE,No sign-off needed on this project,08-26-2020
2020050208,CARA,Building Residential - Addition,CAA14U015,"Accessory Structure, Decks",33944.00,224.00,ISSUE,08-12-2020,09-14-2020,PLPUD,[J] Planning Zoning Review - CA,HOLD,Hold Review,08-17-2020
2020053394,CARA,Building Residential - Addition,CAA01R301,Single Family Residence,65009.20,330.00,ISSUE,08-25-2020,09-14-2020,PLPUD,[J] Planning Zoning Review - CA,IGNORE,No sign-off needed on this project,08-26-2020
2020036359,CACR,Building Commercial - Rehab,CAD02B016,"General Office, Professional Services",450000.00,0.00,DONE,06-12-2020,09-14-2020,PLPUD,[J] Planning Zoning Review - CA,IGNORE,No sign-off needed on this project,06-12-2020
2020055404,CARA,Building Residential - Addition,CAA01R301,Single Family Residence,15214.50,315.00,ISSUE,09-03-2020,09-14-2020,PLPUD,[J] Planning Zoning Review - CA,HOLD,Hold Review,09-03-2020
2020055404,CARA,Building Residential - Addition,CAA01R301,Single Family Residence,15214.50,315.00,ISSUE,09-03-2020,09-14-2020,PLPUD,[J] Planning Zoning Review - CA,APPROVED,Approved,09-10-2020
2020049284,CACR,Building Commercial - Rehab,CAF31A203,Restaurant (Take Out),35000.00,0.00,DONE,08-07-2020,09-15-2020,PLPUD,[J] Planning Zoning Review - CA,IGNORE,No sign-off needed on this project,08-07-2020
2020041511,CACR,Building Commercial - Rehab,CAD02B016,"General Office, Professional Services",150000.00,0.00,DONE,07-06-2020,09-15-2020,PLPUD,[J] Planning Zoning Review - CA,IGNORE,No sign-off needed on this project,07-06-2020
2020041496,CACR,Building Commercial - Rehab,CAD02B016,"General Office, Professional Services",150000.00,0.00,DONE,07-06-2020,09-15-2020,PLPUD,[J] Planning Zoning Review - CA,IGNORE,No sign-off needed on this project,07-06-2020
2020053288,CACK,Building Commercial - Roofing / Siding,CAF14R102,Hotel / Motel,1176173.00,0.00,ISSUE,08-25-2020,09-16-2020,PLPUD,[J] Planning Zoning Review - CA,IGNORE,No sign-off needed on this project,08-25-2020
2020057374,CARN,Building Residential - New,CAA01R301,Single Family Residence,152641.16,1259.00,DONE,09-14-2020,09-16-2020,PLPUD,[J] Planning Zoning Review - CA,APPROVED,Approved,09-15-2020
2020057374,CARN,Building Residential - New,CAA01R301,Single Family Residence,152641.16,1259.00,DONE,09-14-2020,09-16-2020,PLPUD,[J] Planning Zoning Review - CA,HOLD,Hold Review,09-15-2020
2020057380,CARN,Building Residential - New,CAA01R301,Single Family Residence,152883.64,1261.00,DONE,09-14-2020,09-16-2020,PLPUD,[J] Planning Zoning Review - CA,HOLD,Hold Review,09-15-2020
2020057380,CARN,Building Residential - New,CAA01R301,Single Family Residence,152883.64,1261.00,DONE,09-14-2020,09-16-2020,PLPUD,[J] Planning Zoning Review - CA,APPROVED,Approved,09-15-2020
2020057392,CARN,Building Residential - New,CAA01R301,Single Family Residence,189983.08,1567.00,DONE,09-14-2020,09-16-2020,PLPUD,[J] Planning Zoning Review - CA,APPROVED,Approved,09-15-2020
2020057392,CARN,Building Residential - New,CAA01R301,Single Family Residence,189983.08,1567.00,DONE,09-14-2020,09-16-2020,PLPUD,[J] Planning Zoning Review - CA,HOLD,Hold Review,09-15-2020
2020057399,CARN,Building Residential - New,CAA01R301,Single Family Residence,152641.16,1259.00,DONE,09-14-2020,09-16-2020,PLPUD,[J] Planning Zoning Review - CA,HOLD,Hold Review,09-15-2020
