PERMIT #,CASE_TYPE,CASE_TYPE_DESC,SUB_TYPE,SUB_TYPE_DESC,CONSTRUCTION COST,Square Footage,STATUS_CODE,Date_Initiated,Date_Issued
2020045037,CARR,Building Residential - Rehab,CAA01R301,Single Family Residence,39000,0,ISSUE,7/21/2020,7/23/2020
2020042144,CARN,Building Residential - New,CAA01R301,Single Family Residence,236041.96,2208,DONE,7/8/2020,7/23/2020
2020040984,CARA,Building Residential - Addition,CAA01R301,Single Family Residence,137300,300,ISSUE,7/1/2020,7/23/2020
2020038140,CACR,Building Commercial - Rehab,CAA01R301,Single Family Residence,105000,0,DONE,6/19/2020,7/23/2020
2020038140,CACR,Building Commercial - Rehab,CAA01R301,Single Family Residence,105000,0,DONE,6/19/2020,7/23/2020
2020025521,CARL,Building Residential Rehab Storm Damage,CAA03R301,"Multifamily, Townhome",217473.83,0,ISSUE,4/22/2020,7/23/2020
2020025525,CARL,Building Residential Rehab Storm Damage,CAA03R301,"Multifamily, Townhome",180000,0,ISSUE,4/22/2020,7/23/2020
2020042208,CARA,Building Residential - Addition,CAA01R301,Single Family Residence,30000,0,ISSUE,7/8/2020,7/23/2020
2020041176,CARK,Building Residential - Roofing / Siding,CAA01R301,Single Family Residence,4575.2,0,ISSUE,7/2/2020,7/23/2020
2020037997,CARR,Building Residential - Rehab,CAA01R301,Single Family Residence,91750,1750,ISSUE,6/19/2020,7/24/2020
2020043929,CACR,Building Commercial - Rehab,CAD02B006,"General Office, Civic Administration",15960,0,ISSUE,7/16/2020,7/24/2020
2020043221,CARA,Building Residential - Addition,CAA14U015,"Accessory Structure, Decks",4830,200,ISSUE,7/13/2020,7/24/2020
2020043171,CARN,Building Residential - New,CAA03R301,"Multifamily, Townhome",261290.68,2545,ISSUE,7/13/2020,7/24/2020
2020043182,CARN,Building Residential - New,CAA03R301,"Multifamily, Townhome",261290.68,2545,ISSUE,7/13/2020,7/24/2020
2020043187,CARN,Building Residential - New,CAA03R301,"Multifamily, Townhome",261290.68,2545,ISSUE,7/13/2020,7/24/2020
2020045314,CARR,Building Residential - Rehab,CAA01R301,Single Family Residence,75000,0,ISSUE,7/22/2020,7/24/2020
2020043828,CARN,Building Residential - New,CAA01R301,Single Family Residence,286692,0,DONE,7/15/2020,7/24/2020
2020031270,CARA,Building Residential - Addition,CAA01R301,Single Family Residence,40176,176,ISSUE,5/19/2020,7/24/2020
2020045220,CARR,Building Residential - Rehab,CAA14U009,"Accessory Structure, Garage",850,0,ISSUE,7/22/2020,7/24/2020
2020043105,CARN,Building Residential - New,CAA14U011,"Accessory Structure, Shed / Storage Bldg",14345.1,297,ISSUE,7/13/2020,7/24/2020
2020045886,CARR,Building Residential - Rehab,CAA01R301,Single Family Residence,30000,0,ISSUE,7/24/2020,7/24/2020
2020043971,CACK,Building Commercial - Roofing / Siding,CAC01B009,"Business School, Educational Occ > 12Th",375500,0,ISSUE,7/16/2020,7/24/2020
2020039287,CARN,Building Residential - New,CAA01R301,Single Family Residence,261211.44,2341,DONE,6/24/2020,7/24/2020
2020019959,CACN,Building Commercial - New,CAF03S002,Automobile Parking - Structure,20615291,190900,ISSUE,3/27/2020,7/24/2020
2020040441,CARN,Building Residential - New,CAA01R301,Single Family Residence,489849.5,4290,ISSUE,6/30/2020,7/24/2020
2020040455,CARN,Building Residential - New,CAA01R301,Single Family Residence,490819.42,4298,ISSUE,6/30/2020,7/24/2020
2020036076,CACR,Building Commercial - Rehab,CAF02B003,"Atm, Bank",60000,0,DONE,6/11/2020,7/24/2020
2020016628,CARN,Building Residential - New,CAA01R301,Single Family Residence,233952.04,2056,ISSUE,3/13/2020,7/24/2020
2020043590,CARR,Building Residential - Rehab,CAA01R301,Single Family Residence,200000,0,ISSUE,7/14/2020,7/24/2020
2020016626,CARN,Building Residential - New,CAA01R301,Single Family Residence,233952.04,2056,ISSUE,3/13/2020,7/24/2020
2020042310,CARN,Building Residential - New,CAA01R301,Single Family Residence,253985.62,2430,DONE,7/8/2020,7/24/2020
2020040153,CARN,Building Residential - New,CAA01R301,Single Family Residence,221854.5,1875,ISSUE,6/29/2020,7/24/2020
2020040144,CARN,Building Residential - New,CAA01R301,Single Family Residence,221854.5,1875,ISSUE,6/29/2020,7/24/2020
2020042444,CARN,Building Residential - New,CAA01R301,Single Family Residence,309727.88,3125,DONE,7/9/2020,7/24/2020
2020042445,CARN,Building Residential - New,CAA01R301,Single Family Residence,249861.78,2550,DONE,7/9/2020,7/24/2020
2020043970,CARN,Building Residential - New,CAA14U009,"Accessory Structure, Garage",16000,0,DONE,7/16/2020,7/24/2020
2020039948,CARN,Building Residential - New,CAA01R301,Single Family Residence,560161.84,5412,DONE,6/26/2020,7/24/2020
2020042680,CARR,Building Residential - Rehab,CAA01R301,Single Family Residence,31100,1100,DONE,7/10/2020,7/24/2020
2020039284,CARN,Building Residential - New,CAA01R301,Single Family Residence,261211.44,2341,DONE,6/24/2020,7/24/2020
2020023069,CARA,Building Residential - Addition,CAA01R301,Single Family Residence,750000,0,ISSUE,4/13/2020,7/24/2020
2020023752,CARN,Building Residential - New,CAA14U009,"Accessory Structure, Garage",28303.8,586,ISSUE,4/15/2020,7/24/2020
2020039082,CARA,Building Residential - Addition,CAA01R301,Single Family Residence,21823.2,180,ISSUE,6/24/2020,7/24/2020
2020040522,CARN,Building Residential - New,CAA14U011,"Accessory Structure, Shed / Storage Bldg",5909.76,192,DONE,6/30/2020,7/27/2020
2020033599,CACR,Building Commercial - Rehab,CAD02B016,"General Office, Professional Services",275000,0,DONE,6/1/2020,7/27/2020
2020043117,CARA,Building Residential - Addition,CAA01R301,Single Family Residence,75663,663,ISSUE,7/13/2020,7/27/2020
2020041665,CARN,Building Residential - New,CAA02R302,Duplex,264347.02,2418,ISSUE,7/6/2020,7/27/2020
2020041663,CARN,Building Residential - New,CAA02R302,Duplex,264347.02,2418,ISSUE,7/6/2020,7/27/2020
2020042943,CARL,Building Residential Rehab Storm Damage,CAA01R301,Single Family Residence,42177.6,0,DONE,7/13/2020,7/27/2020
2020045887,CARR,Building Residential - Rehab,CAA01R301,Single Family Residence,75000,0,ISSUE,7/24/2020,7/27/2020
2020035264,CARA,Building Residential - Addition,CAA01R301,Single Family Residence,64499.68,532,ISSUE,6/8/2020,7/27/2020
2020023463,CARN,Building Residential - New,CAA01R301,Single Family Residence,357553.56,3493,DONE,4/14/2020,7/27/2020
2020023467,CARN,Building Residential - New,CAA01R301,Single Family Residence,350344.26,3457,DONE,4/14/2020,7/27/2020
2020041540,CACR,Building Commercial - Rehab,CAF20M001,"Retail, Department / Retail Stores",1,1,ISSUE,7/6/2020,7/27/2020
2020041528,CARR,Building Residential - Rehab,CAA01R301,Single Family Residence,45000,0,DONE,7/6/2020,7/27/2020
2020043106,CARR,Building Residential - Rehab,CAA01R301,Single Family Residence,153060,0,ISSUE,7/13/2020,7/27/2020
2020035492,CARN,Building Residential - New,CAA01R301,Single Family Residence,245523.88,2118,DONE,6/9/2020,7/27/2020
2020043433,CACR,Building Commercial - Rehab,CAF20M001,"Retail, Department / Retail Stores",278500,0,DONE,7/14/2020,7/27/2020
2020034069,CACR,Building Commercial - Rehab,CAD02B016,"General Office, Professional Services",907000,0,DONE,6/2/2020,7/27/2020
2020045857,CARA,Building Residential - Addition,CAA01R301,Single Family Residence,30310,250,ISSUE,7/24/2020,7/27/2020
2020042990,CARA,Building Residential - Addition,CAA01R301,Single Family Residence,30552.48,252,ISSUE,7/13/2020,7/27/2020
2020045499,CARR,Building Residential - Rehab,CAA01R301,Single Family Residence,55000,0,DONE,7/23/2020,7/27/2020
2020039704,CARS,Building Residential New Storm Damage,CAA01R301,Single Family Residence,231494,1494,DONE,6/26/2020,7/27/2020
2020040978,CARN,Building Residential - New,CAA14U011,"Accessory Structure, Shed / Storage Bldg",300,0,ISSUE,7/1/2020,7/27/2020
2020045306,CARA,Building Residential - Addition,CAA01R301,Single Family Residence,79704.5,615,ISSUE,7/22/2020,7/27/2020
2020042118,CARL,Building Residential Rehab Storm Damage,CAA01R301,Single Family Residence,100900,900,ISSUE,7/8/2020,7/27/2020
2020042669,CARR,Building Residential - Rehab,CAA01R301,Single Family Residence,20000,0,DONE,7/10/2020,7/27/2020
2020035571,CACN,Building Commercial - New,CAF03S002,Automobile Parking - Structure,14328849.15,147189,ISSUE,6/9/2020,7/27/2020
2020040990,CARL,Building Residential Rehab Storm Damage,CAA01R301,Single Family Residence,63000,0,ISSUE,7/1/2020,7/27/2020
2020045305,CARN,Building Residential - New,CAA14U011,"Accessory Structure, Shed / Storage Bldg",7387.2,240,ISSUE,7/22/2020,7/27/2020
2020044059,CARS,Building Residential New Storm Damage,CAA01R301,Single Family Residence,49341.07,0,DONE,7/16/2020,7/27/2020
2020041976,CARA,Building Residential - Addition,CAA01R301,Single Family Residence,43969.8,285,ISSUE,7/7/2020,7/27/2020
2020041936,CARA,Building Residential - Addition,CAA14U015,"Accessory Structure, Decks",20000,0,ISSUE,7/7/2020,7/27/2020
2020037385,CARN,Building Residential - New,CAA01R301,Single Family Residence,255000,2000,ISSUE,6/17/2020,7/27/2020
2020043780,CARA,Building Residential - Addition,CAA14U015,"Accessory Structure, Decks",7728,320,ISSUE,7/15/2020,7/28/2020
2020037736,CACL,Building Commercial Rehab Storm Damage,CAF20M001,"Retail, Department / Retail Stores",11211,0,DONE,6/18/2020,7/28/2020
2020046268,CARR,Building Residential - Rehab,CAA02R302,Duplex,1200,0,ISSUE,7/27/2020,7/28/2020
2020034104,CACN,Building Commercial - New,CAA03R398,"Multifamily, Tri-Plex, Quad, Apartments",9059053.6,77164,ISSUE,6/2/2020,7/28/2020
2020014882,CACA,Building Commercial - Addition,CAF06A204,"Bar Or Nightclub, Tavern And Bars",100000,0,DONE,3/6/2020,7/28/2020
2020034107,CACN,Building Commercial - New,CAA03R398,"Multifamily, Tri-Plex, Quad, Apartments",7266120.8,61892,ISSUE,6/2/2020,7/28/2020
2020034112,CACN,Building Commercial - New,CAA03R398,"Multifamily, Tri-Plex, Quad, Apartments",7260016,61840,ISSUE,6/2/2020,7/28/2020
2020034114,CACN,Building Commercial - New,CAA03R398,"Multifamily, Tri-Plex, Quad, Apartments",7260016,61840,ISSUE,6/2/2020,7/28/2020
2020034116,CACN,Building Commercial - New,CAA03R398,"Multifamily, Tri-Plex, Quad, Apartments",94983.8,1420,ISSUE,6/2/2020,7/28/2020
2020027164,CARA,Building Residential - Addition,CAA01R301,Single Family Residence,98446.88,812,ISSUE,4/30/2020,7/28/2020
2020044638,CARN,Building Residential - New,CAA01R301,Single Family Residence,43406,0,DONE,7/20/2020,7/28/2020
2020044641,CARN,Building Residential - New,CAA01R301,Single Family Residence,43406,0,DONE,7/20/2020,7/28/2020
2020002848,CACR,Building Commercial - Rehab,CAA03R299,"Multifamily, Condominium > 5 Unit Bldg",190000,0,ISSUE,1/14/2020,7/28/2020
2020017727,CACN,Building Commercial - New,CAH10S001,"Warehouse, Storage S-1",704743.2,7560,ISSUE,3/18/2020,7/28/2020
2020042709,CACN,Building Commercial - New,CAF04S001,"Automobile Repair, Storage Mod Hazard",1141012.8,12240,ISSUE,7/10/2020,7/28/2020
2020042903,CACN,Building Commercial - New,CAF04S001,"Automobile Repair, Storage Mod Hazard",1252876.8,13440,ISSUE,7/13/2020,7/28/2020
2020042909,CACN,Building Commercial - New,CAF21S001,"Self Service Storage, Storage Mod Hazard",861352.8,9240,ISSUE,7/13/2020,7/28/2020
2020045231,CARA,Building Residential - Addition,CAA01R301,Single Family Residence,47526.08,392,DONE,7/22/2020,7/28/2020
2020032707,CACR,Building Commercial - Rehab,CAD02B016,"General Office, Professional Services",105000,0,ISSUE,5/27/2020,7/28/2020
2020046194,CARL,Building Residential Rehab Storm Damage,CAA01R301,Single Family Residence,122000,0,ISSUE,7/27/2020,7/28/2020
2020045589,CARR,Building Residential - Rehab,CAA01R301,Single Family Residence,4000,0,DONE,7/23/2020,7/28/2020
2020035755,CACR,Building Commercial - Rehab,CAF30A203,Restaurant (Fast Food),3000,0,ISSUE,6/10/2020,7/28/2020
2020007488,CACF,Building Commercial - Foundation,CAA03R398,"Multifamily, Tri-Plex, Quad, Apartments",3152100.15,376595,ISSUE,2/4/2020,7/28/2020
2020041449,CARA,Building Residential - Addition,CAA01R301,Single Family Residence,60000,0,ISSUE,7/6/2020,7/28/2020
2020033925,CARN,Building Residential - New,CAA01R301,Single Family Residence,241415.5,2317,DONE,6/2/2020,7/28/2020
2020038444,CARN,Building Residential - New,CAA01R301,Single Family Residence,339760.4,3216,ISSUE,6/22/2020,7/28/2020
2020038462,CARN,Building Residential - New,CAA01R301,Single Family Residence,339760.4,3216,ISSUE,6/22/2020,7/28/2020
2020037454,CACS,Building Commercial New Storm Damage,CAC02B009,"College / University, Educational > 12Th",90000,0,ISSUE,6/17/2020,7/28/2020
2020045320,CARA,Building Residential - Addition,CAA14U015,"Accessory Structure, Decks",26000,0,DONE,7/22/2020,7/28/2020
2020024469,CARN,Building Residential - New,CAA03R301,"Multifamily, Townhome",144396.84,1251,ISSUE,4/17/2020,7/29/2020
2020024473,CARN,Building Residential - New,CAA03R301,"Multifamily, Townhome",144396.84,1251,ISSUE,4/17/2020,7/29/2020
2020024468,CARN,Building Residential - New,CAA03R301,"Multifamily, Townhome",137971.12,1233,ISSUE,4/17/2020,7/29/2020
2020024369,CARN,Building Residential - New,CAA01R301,Single Family Residence,137971.12,1233,ISSUE,4/17/2020,7/29/2020
2020045262,CACR,Building Commercial - Rehab,CAD02B016,"General Office, Professional Services",16000,0,DONE,7/22/2020,7/29/2020
2019076647,CACN,Building Commercial - New,CAA03R398,"Multifamily, Tri-Plex, Quad, Apartments",227940.6,1770,ISSUE,12/16/2019,7/29/2020
2019078870,CARN,Building Residential - New,CAA01R301,Single Family Residence,421814.9,3986,ISSUE,12/30/2019,7/29/2020
2019078844,CARN,Building Residential - New,CAA01R301,Single Family Residence,376529.6,3584,ISSUE,12/30/2019,7/29/2020
2020045338,CARR,Building Residential - Rehab,CAA01R301,Single Family Residence,10000,0,DONE,7/22/2020,7/29/2020
2020042227,CARA,Building Residential - Addition,CAA01R301,Single Family Residence,62074.88,512,DONE,7/8/2020,7/29/2020
2020042774,CACN,Building Commercial - New,CAH01S001,"Building Contractor Supply, Storage S-1",2000,0,ISSUE,7/10/2020,7/29/2020
2020041240,CARA,Building Residential - Addition,CAA14U015,"Accessory Structure, Decks",12220,220,ISSUE,7/2/2020,7/29/2020
2020042796,CARA,Building Residential - Addition,CAA14U015,"Accessory Structure, Decks",18832,0,ISSUE,7/10/2020,7/29/2020
2020045967,CARA,Building Residential - Addition,CAA14U015,"Accessory Structure, Decks",20286,420,ISSUE,7/24/2020,7/29/2020
2020022233,CACR,Building Commercial - Rehab,CAC02B009,"College / University, Educational > 12Th",251000,0,ISSUE,4/8/2020,7/29/2020
2020046633,CARN,Building Residential - New,CAA14U011,"Accessory Structure, Shed / Storage Bldg",30000,0,ISSUE,7/28/2020,7/29/2020
2020039971,CARS,Building Residential New Storm Damage,CAA02R302,Duplex,75000,0,ISSUE,6/27/2020,7/29/2020
2020045212,CARA,Building Residential - Addition,CAA14U015,"Accessory Structure, Decks",24000,0,ISSUE,7/22/2020,7/29/2020
2020045718,CARA,Building Residential - Addition,CAA01R301,Single Family Residence,20962.2,434,ISSUE,7/23/2020,7/29/2020
2020033931,CARN,Building Residential - New,CAA01R301,Single Family Residence,245860.3,2317,DONE,6/2/2020,7/29/2020
2020039357,CARN,Building Residential - New,CAA01R301,Single Family Residence,239533,2090,DONE,6/25/2020,7/29/2020
2020039359,CARN,Building Residential - New,CAA01R301,Single Family Residence,239533,2090,DONE,6/25/2020,7/29/2020
2020045911,CARR,Building Residential - Rehab,CAA01R301,Single Family Residence,47000,0,ISSUE,7/24/2020,7/29/2020
2020033327,CARA,Building Residential - Addition,CAA01R301,Single Family Residence,63651,525,ISSUE,5/29/2020,7/29/2020
2020045916,CARR,Building Residential - Rehab,CAA01R301,Single Family Residence,5000,0,ISSUE,7/24/2020,7/29/2020
2020045380,CARA,Building Residential - Addition,CAA14U015,"Accessory Structure, Decks",21879.9,453,ISSUE,7/22/2020,7/30/2020
2020046727,CARN,Building Residential - New,CAA14U004,"Accessory Structure, Carport",29414.7,609,DONE,7/28/2020,7/30/2020
2020046048,CARN,Building Residential - New,CAA01R301,Single Family Residence,223637.12,2149,ISSUE,7/24/2020,7/30/2020
2020046046,CARN,Building Residential - New,CAA01R301,Single Family Residence,196885.36,1873,DONE,7/24/2020,7/30/2020
2020046043,CARN,Building Residential - New,CAA01R301,Single Family Residence,235959.62,2149,DONE,7/24/2020,7/30/2020
2020046039,CARN,Building Residential - New,CAA01R301,Single Family Residence,343398.58,3135,DONE,7/24/2020,7/30/2020
2020045386,CARN,Building Residential - New,CAA01R301,Single Family Residence,246551.48,2338,DONE,7/22/2020,7/30/2020
2020045381,CARN,Building Residential - New,CAA01R301,Single Family Residence,246551.48,2338,DONE,7/22/2020,7/30/2020
2020045245,CARN,Building Residential - New,CAA01R301,Single Family Residence,195001.66,1834,DONE,7/22/2020,7/30/2020
2020045242,CARN,Building Residential - New,CAA01R301,Single Family Residence,223637.12,2149,DONE,7/22/2020,7/30/2020
2020042707,CARN,Building Residential - New,CAA01R301,Single Family Residence,246551.48,2338,DONE,7/10/2020,7/30/2020
2020020578,CARN,Building Residential - New,CAA03R301,"Multifamily, Townhome",266023.94,2569,ISSUE,3/31/2020,7/30/2020
2020020573,CARN,Building Residential - New,CAA03R301,"Multifamily, Townhome",266023.94,2569,ISSUE,3/31/2020,7/30/2020
2020043855,CARA,Building Residential - Addition,CAA01R301,Single Family Residence,173676.3,2865,ISSUE,7/15/2020,7/30/2020
2020020565,CARN,Building Residential - New,CAA03R301,"Multifamily, Townhome",266023.94,2569,ISSUE,3/31/2020,7/30/2020
2020020560,CARN,Building Residential - New,CAA03R301,"Multifamily, Townhome",266023.94,2569,ISSUE,3/31/2020,7/30/2020
2020020554,CARN,Building Residential - New,CAA03R301,"Multifamily, Townhome",266023.94,2569,ISSUE,3/31/2020,7/30/2020
2020020551,CARN,Building Residential - New,CAA03R301,"Multifamily, Townhome",266023.94,2569,ISSUE,3/31/2020,7/30/2020
2020020545,CARN,Building Residential - New,CAA03R301,"Multifamily, Townhome",266023.94,2569,ISSUE,3/31/2020,7/30/2020
2020020542,CARN,Building Residential - New,CAA03R301,"Multifamily, Townhome",266023.94,2569,ISSUE,3/31/2020,7/30/2020
2020043284,CARL,Building Residential Rehab Storm Damage,CAA01R301,Single Family Residence,29104,1600,ISSUE,7/14/2020,7/30/2020
2020044331,CARN,Building Residential - New,CAA01R301,Single Family Residence,275746.17,2614,DONE,7/17/2020,7/30/2020
